dy,station_01_temperature_degrees_celcius,station_02_temperature_degrees_celcius,station_01_wind_speed_m_per_s,station_02_wind_speed_m_per_s,gas_demand_mcm
28/12/2017,3.43,2.2,12.44,8.54,159.65
29/12/2017,2.94,2.24,12.97,9.92,171.24
30/12/2017,8.06,8.19,13.34,11.46,128.79
31/12/2017,9.75,8.44,16.82,13.46,109.47
01/01/2018,5.99,5.03,10.37,8.6,125.15
02/01/2018,6.98,6.03,13.47,10.26,141.75
03/01/2018,7.67,6.86,20.92,15.77,146.65
04/01/2018,7.98,6.75,13.65,11.16,139.01
05/01/2018,6.44,5.82,8.71,7.18,141.22
06/01/2018,4.9,3.71,6.51,7.03,140.26
07/01/2018,2.38,2.14,12.41,12.59,163.35
08/01/2018,2.26,4.58,9.29,9.54,184.89
09/01/2018,4.42,4.62,7,5.44,168.62
10/01/2018,5.86,5.58,5.87,5.78,149.93
11/01/2018,5.8,5.4,3.73,2.93,148.6
12/01/2018,4.69,4.53,4.48,3.34,149.98
13/01/2018,3.02,3.46,6.21,5.45,149.7
14/01/2018,2.09,1.63,8,5.78,158.96
15/01/2018,4.12,4.37,15.42,12.02,177.68
16/01/2018,4.35,3.76,14.9,10.62,173.67
17/01/2018,4.32,3.49,16.98,11.72,183.18
18/01/2018,5.13,4.21,14.67,12.2,173.49
19/01/2018,3.51,2.67,9.76,7.53,169.78
20/01/2018,2.16,1.84,6.1,5.03,168.45
21/01/2018,2.83,2.29,7.79,5.83,162.76
22/01/2018,5.34,5.73,8.12,6.2,159.55
23/01/2018,7.83,7.35,12.36,9.4,147.32
24/01/2018,8.36,8.13,12.86,11.34,132.13
25/01/2018,5.55,5.68,7.73,6.07,142.97
26/01/2018,4.16,4.13,4.28,4.64,149.42
27/01/2018,5.3,4.42,11.86,9.22,143.78
28/01/2018,9.57,7.47,15.42,10,124.95
29/01/2018,8.56,6.09,15.33,9.15,142.89
30/01/2018,5.64,4,8.52,5.42,149.97
31/01/2018,5.56,4.87,12.46,10.76,163.5
01/02/2018,4.16,2.7,10.57,9.08,173.26
02/02/2018,3.45,2.67,7.21,5.87,166.49
03/02/2018,2.54,1.37,7.41,5.58,165.67
04/02/2018,1.49,0.27,9.2,6.58,175.2
05/02/2018,0.13,-0.74,7.6,7.67,197.15
06/02/2018,-1.46,-1.66,7.47,6.67,209.78
07/02/2018,-0.62,-2.18,4.08,4.38,207.46
08/02/2018,0.76,-0.41,7.76,4.84,198.28
09/02/2018,0.5,0.48,8.55,7.25,195.12
10/02/2018,2.54,2.79,10.43,8.65,155.2
11/02/2018,3.92,2.96,12.68,9.6,164.78
12/02/2018,2.36,1.37,9.61,7.03,184.27
13/02/2018,1.46,-0.22,10.05,7.12,184.18
14/02/2018,2.18,0.33,12.69,8.53,184.28
15/02/2018,4.11,2.19,9.19,6.42,180.89
16/02/2018,2.87,2.08,5.6,3.63,164.16
17/02/2018,1.55,1.34,4.63,4.02,162.39
18/02/2018,1.71,0.98,5.87,3.79,161.42
19/02/2018,1.18,1.41,5.08,3.98,186.87
20/02/2018,0.79,0.79,4.53,5,185.45
21/02/2018,0.03,0.13,6.76,6.92,188.48
22/02/2018,0.12,0.21,8.75,9.33,193.26
23/02/2018,-0.72,-0.48,10.25,10.02,199.87
24/02/2018,-1.16,-0.46,12.65,11.95,197.21
25/02/2018,-3.71,-3.02,11.32,10.8,206.49
26/02/2018,-4.33,-5.2,10.26,9.58,237.24
27/02/2018,-5.3,-5.39,8.35,7.41,238.64
28/02/2018,-7.3,-6.07,13.27,11.75,270.69
01/03/2018,-4.53,-2.7,17.98,13.95,270.61
02/03/2018,-3.45,-2.6,12.6,9.66,253.33
03/03/2018,-1.25,0.47,7.34,5.98,205.08
04/03/2018,4.19,5.94,8.75,7.74,156.9
05/03/2018,4.46,6.8,8.21,5.3,147.47
06/03/2018,4.46,5.37,4.93,3.96,146.99
07/03/2018,5.75,4.75,7.44,6.02,150.03
08/03/2018,5.36,4.8,12.76,9.14,161.52
09/03/2018,7.32,7.41,6.31,6.47,138.17
10/03/2018,10.86,9.85,7.18,7.17,102.51
11/03/2018,10.34,10.61,7.29,7.38,96.15
12/03/2018,10.12,9.5,9.14,8.8,109.77
13/03/2018,6.04,5.61,8.91,7.03,143.19
14/03/2018,6.71,7,8.54,6.83,128.99
15/03/2018,7.14,7.45,9.94,8.15,138.48
16/03/2018,4.42,4.88,11.97,7.92,155.37
17/03/2018,-1.49,-0.78,17.46,14.49,198.81
18/03/2018,-1.31,-0.57,13.82,11.68,197.1
19/03/2018,-0.79,-0.71,10.01,8.34,194.23
20/03/2018,2.18,2.3,9.65,8.22,167.84
21/03/2018,3.17,2.51,7.76,5.22,161.85
22/03/2018,5.41,4.97,8.59,6.75,157.43
23/03/2018,5.53,5.1,9.29,6.83,149.88
25/03/2018,5.13,7.05,6,4.96,115.82
26/03/2018,5.35,5.16,5,3.76,130.67
27/03/2018,6.13,6.48,7.33,6.01,141.14
28/03/2018,5.76,6.39,7.25,6.93,144
29/03/2018,7.62,7.12,8.26,5.98,126.41
30/03/2018,8.76,8.68,8.07,7.8,111.97
31/03/2018,7.95,7.29,5.4,4.16,103.36
01/04/2018,5.71,5.11,7.34,5.86,118.44
02/04/2018,9.26,10.35,9.81,8.68,110.98
03/04/2018,11.86,12.6,9.87,11.27,93.76
04/04/2018,11.04,11.07,9.91,9.75,96.63
05/04/2018,6.73,6.14,10.87,7.22,119.98
06/04/2018,9.87,10.1,10.2,7.55,97.64
07/04/2018,13.32,14.46,7.73,6.46,67.21
08/04/2018,14.9,15.56,6.31,5.77,55.94
09/04/2018,13.63,13.83,7.8,7.3,70.09
10/04/2018,14.28,13.96,6.94,6.59,62.48
11/04/2018,12.84,11.68,6.71,5.37,70.73
12/04/2018,11.63,10.35,6.68,6.51,80.34
13/04/2018,11.49,10.86,6.26,4.84,74.9
14/04/2018,12.6,13.01,4.2,3.87,63.81
15/04/2018,14.24,14.09,5.24,5.5,58.26
16/04/2018,12.25,11.24,7.38,4.33,64.57
17/04/2018,14.74,13.81,7.93,4.39,60.28
18/04/2018,17.52,17.13,5.68,4.25,51.55
19/04/2018,19.58,18.8,5.84,4.38,46.07
20/04/2018,17.65,18.32,5.33,4.91,42.9
21/04/2018,17.09,17.26,5.55,4.25,37.44
22/04/2018,18.61,18.67,8.15,5.74,35.1
23/04/2018,14.75,14.36,11.09,7.76,48.06
24/04/2018,14.16,14.15,12.61,8.34,56.56
25/04/2018,13.13,13.19,12.82,9.51,61.25
26/04/2018,10.05,9.92,11.49,7.3,68.48
27/04/2018,12.53,13.49,6.58,5.47,63.21
28/04/2018,12.58,13.09,7.19,6.92,58.17
29/04/2018,12.11,12.37,9.12,7.59,66.63
30/04/2018,10.19,9.85,12.76,11.78,83.47
01/05/2018,9.6,9.91,10.36,8.59,80.07
02/05/2018,12.74,13.16,10.36,8.58,67.14
03/05/2018,12.27,11.77,5.11,5,63.41
04/05/2018,13.9,14.05,5.36,6.37,56.45
05/05/2018,15.93,16.59,7.04,7.18,42.66
06/05/2018,18.32,18.65,6.42,5.28,37.27
07/05/2018,19.03,18.61,5.08,4.51,42.54
08/05/2018,18.49,19.35,4.43,4.05,40.79
09/05/2018,17.04,16.61,5.75,6.01,39.72
10/05/2018,13.08,12.27,7.03,5.9,40.38
11/05/2018,15.33,15.01,5.02,4.26,43.45
12/05/2018,18.58,18.27,5.25,5.68,35.04
13/05/2018,13.94,14.33,8.12,8.08,40.98
14/05/2018,16.86,16.13,7.31,7.39,48.7
15/05/2018,15.97,15.98,6.22,5.68,47.21
16/05/2018,14.33,13.87,10.79,7.4,49.9
17/05/2018,11.83,12.12,10.06,6.94,54.91
18/05/2018,12.17,11.78,7.96,5.35,56.48
19/05/2018,12.13,11.21,4.37,3.72,53.68
20/05/2018,16.41,16.24,4.98,4.85,39.35
21/05/2018,18.38,18.47,5.38,5.54,36.78
22/05/2018,18.18,17.52,5.54,5.08,42.72
23/05/2018,19.37,18.26,6.69,5.85,42.69
24/05/2018,19.14,17.62,5.8,5.6,42.72
25/05/2018,18.81,19.78,4.15,3.61,38.57
26/05/2018,21.77,22.8,6.32,5.73,31.06
27/05/2018,,,5.6,4.89,30.21
28/05/2018,23.3,23.1,6.01,6.93,36.74
29/05/2018,21.82,21.61,7.53,5.82,37.43
30/05/2018,21.23,21.75,5.19,4.95,37.57
31/05/2018,21.12,20.86,4.89,4.71,34.85
01/06/2018,18.36,17.49,6.78,4.78,38.67
02/06/2018,18.17,17.16,7.18,4.19,32.85
03/06/2018,19.74,19.69,5,3.53,31.3
04/06/2018,19.88,19.48,5.37,6.8,42.25
05/06/2018,18.63,17.71,5.65,5.3,43.83
06/06/2018,20.72,20.81,5.24,5.08,41.6
07/06/2018,20.81,20.39,5.14,4.83,39.8
08/06/2018,19.85,19.22,5.9,5.08,38.2
09/06/2018,20.07,21.02,5.35,5.22,30.58
10/06/2018,20.29,20.55,5.59,6.08,30.96
11/06/2018,20.77,20.04,7.63,8.02,40
12/06/2018,16.97,15.91,7.29,6.62,43.04
13/06/2018,15.92,14.24,7.52,4.52,42.82
14/06/2018,16.13,15.72,9.98,6.33,42.82
15/06/2018,18.75,18.23,5.25,4.03,38.24
16/06/2018,18.65,18.16,8.66,6.48,31.95
17/06/2018,18.55,17.1,10.54,6.71,33.42
18/06/2018,19.05,17.09,11.3,6.71,41.84
19/06/2018,19.93,18.68,7.2,4.83,42.91
20/06/2018,21.43,21.39,7.22,5.46,44.9
21/06/2018,17.76,16.45,13.2,8.73,46.4
22/06/2018,13.12,13.48,10.93,8.06,46.27
23/06/2018,15.08,15.74,6.66,4.91,37.19
24/06/2018,15.56,16.07,7.09,6.32,36.38
25/06/2018,16.07,16.58,6.54,5.35,42.21
26/06/2018,16.81,17.68,6.32,5.33,41.05
27/06/2018,18.16,18.36,8.05,6.16,40.42
28/06/2018,20.27,19.31,8.11,5.88,38
29/06/2018,20.45,19.81,8.12,6.3,36.02
30/06/2018,20.52,22.28,8.71,6.78,29.76
01/07/2018,19.27,21.2,8.06,8.17,30.34
02/07/2018,19.73,21.71,7.26,7.51,37.91
03/07/2018,20.34,21.35,5.7,5.85,38.38
04/07/2018,21.7,20.84,5.72,4.68,37.81
05/07/2018,21.41,19.33,6.74,5.34,38.35
06/07/2018,19.94,19.36,6.36,4.31,34.38
07/07/2018,20.55,19.83,5.97,4.92,29.1
08/07/2018,19.94,19.21,6.24,5.6,28.11
09/07/2018,19.76,19.32,7.81,6.48,36.58
10/07/2018,16.72,16.55,7.51,7.02,39.5
11/07/2018,17.88,18.09,6.94,6.52,38.57
12/07/2018,19,19.21,7.37,6.24,38.3
13/07/2018,19.53,20.24,6.13,4.89,35.87
14/07/2018,20.5,21.07,4.85,4.86,29.2
15/07/2018,22.33,21.51,4.19,4.21,27.92
16/07/2018,22.68,22.23,5.19,4.65,35.19
17/07/2018,19.95,19.19,8.96,5.18,34.63
18/07/2018,20.71,20.51,6.8,4.11,34.73
19/07/2018,21.21,21.26,6.32,4.66,34.57
20/07/2018,21.68,21.07,5.13,5.35,34.12
21/07/2018,20.95,20.06,6.54,5.46,27.02
22/07/2018,20.49,20.46,6.96,4.12,26.6
23/07/2018,,21.81,5.59,2.88,31.01
24/07/2018,25.06,24.04,5.46,4.26,32.26
25/07/2018,24.55,24.24,5.87,5.75,31.16
26/07/2018,25.08,24.69,5.96,4.2,32.23
27/07/2018,26.13,25.99,5.8,5.8,32.33
28/07/2018,22.74,21.99,8.37,6.86,28.02
29/07/2018,24,23.49,8.67,6.43,26
30/07/2018,24.76,24.63,6.5,5.84,33.37
31/07/2018,23.6,23.42,6.25,5.2,34.6
01/08/2018,23.06,23.93,4.11,6.12,34.58
02/08/2018,23.34,23.27,4.24,4.52,33.03
03/08/2018,25.71,25.37,4.3,4.35,32.24
04/08/2018,23.73,23.66,6.1,6.01,24.64
05/08/2018,23.1,22.92,5.31,5.9,25.39
06/08/2018,24.23,23.98,3.7,4.84,31.68
07/08/2018,25.99,25.4,5.54,5.68,31.04
08/08/2018,22.31,20.52,7.34,7.28,33.93
09/08/2018,21.57,20.15,9.52,8.52,34.78
10/08/2018,18.66,16.78,11.05,8.29,36.31
11/08/2018,18.25,17.52,7.3,5.48,30.46
12/08/2018,22.18,22.22,6.55,6.75,27.98
13/08/2018,21,18.97,8.23,6.8,35.09
14/08/2018,20.2,18.78,9.13,5.36,36.93
15/08/2018,20.15,18.69,7.84,5.95,31.7
16/08/2018,20.06,20.28,5.61,4.65,39.12
17/08/2018,19.85,19.26,5.01,4.34,37.88
18/08/2018,20.88,20.3,6.49,5.6,31.92
19/08/2018,21.85,21.31,7.38,7.11,30.96
20/08/2018,22.78,21.36,5.1,3.76,40.3
21/08/2018,22.73,22.25,4,4.49,40.5
22/08/2018,22.15,20.87,5.45,4.89,40.16
23/08/2018,21.62,19.26,7.91,6.97,40.39
24/08/2018,17.79,16.57,9.04,6.77,41.83
25/08/2018,13.78,12.32,8.17,6.42,36
26/08/2018,15.19,13.93,10.44,7.5,36.27
27/08/2018,17.48,16.42,7.54,6.54,44.35
28/08/2018,17.73,16.95,3.57,3.04,41.16
29/08/2018,17.98,17.69,5.72,5.19,43.36
30/08/2018,16.64,15.27,7.35,4.48,44.84
31/08/2018,15.55,13.77,3,3.18,43.58
01/09/2018,15.33,14.02,4,2.94,37.82
02/09/2018,16.97,16.95,5.13,5.27,35.7
03/09/2018,18.54,17.65,5.36,4.09,42.9
04/09/2018,19.85,18.45,6.17,3.27,41.47
05/09/2018,19.04,19.55,4.96,4.2,42.29
06/09/2018,17.22,17.34,5.14,5.04,43.08
07/09/2018,16.66,14.87,10.28,6.5,44.09
08/09/2018,16.66,16.02,7.73,5.31,40.97
09/09/2018,18.68,18.28,6.82,4.97,36.96
10/09/2018,19.04,17.71,7.59,5.12,46.88
11/09/2018,20.48,19.26,10.4,7.25,47.31
12/09/2018,16.94,16.94,4.13,5.26,49.84
13/09/2018,16.5,15.48,3.6,3.86,50.12
14/09/2018,16.41,15.19,7.55,5.04,50.11
15/09/2018,16.16,15.49,6.08,4.68,40.96
16/09/2018,16.6,16.89,6.24,3.49,39.72
17/09/2018,18.7,17.93,5.65,4.01,47.29
18/09/2018,19.86,18.95,10.07,7.29,45.49
19/09/2018,19.75,18.85,8.67,6.17,46.54
20/09/2018,20.11,19.35,8.01,7.37,45.74
21/09/2018,16.95,16.02,14.41,10.13,46.82
22/09/2018,13.15,12.67,7.24,6.01,48.89
23/09/2018,11.02,11.13,6.65,5.69,57.74
24/09/2018,10.41,9.03,8.28,5.14,71.2
25/09/2018,10.05,9.12,4.31,2.74,72.02
26/09/2018,12.03,11.07,6.28,3.66,71.59
27/09/2018,14.45,12.96,5.17,3.21,64.42
28/09/2018,12.83,12.54,6.91,5.79,67.7
29/09/2018,9.55,9.21,3.85,3.08,65.81
30/09/2018,11.4,12.18,6.36,3.91,65.38
01/10/2018,9.97,9.44,8.56,7.11,85.22
02/10/2018,12.14,11.39,10.63,7.04,84.5
03/10/2018,13.42,11.97,8.05,4.81,72.97
04/10/2018,12.91,12.7,5.51,3.77,71.78
05/10/2018,13.99,13.51,6.01,3.72,65.03
06/10/2018,15.71,15.97,7.5,6.72,50.65
07/10/2018,12.11,10.55,4.65,5.12,61.56
08/10/2018,11.99,10.99,5.84,2.8,77.23
09/10/2018,13.32,12.08,4.33,2.45,70.35
10/10/2018,16.31,16.83,6.64,6.63,62.25
11/10/2018,17.69,18.01,8.14,7.66,54.79
12/10/2018,17.26,17.52,8.21,6.3,49.29
13/10/2018,18.17,18.15,8.1,6.57,41.36
14/10/2018,17.17,17.51,7.89,7.75,41.01
15/10/2018,15.77,15.29,6.19,6.15,50.45
16/10/2018,15.37,14.7,4.21,3.59,53.28
17/10/2018,14.37,13.16,3.51,3.47,56.84
18/10/2018,12.4,12.25,4.8,5.28,63.88
19/10/2018,10.97,10.41,3.73,3.31,70.52
20/10/2018,11.12,8.63,4.97,1.98,69.08
21/10/2018,11.52,10.31,5.68,2.9,68.95
22/10/2018,11.02,8.91,7.78,5.68,83.65
23/10/2018,12.64,12.04,16.01,8.88,91.95
24/10/2018,12.37,13.12,10.23,6.89,81.52
25/10/2018,12.59,11.53,7.72,5.56,84.85
26/10/2018,9.57,8.78,7.59,7.3,96.18
27/10/2018,7.22,5.91,5.74,5.58,105.03
28/10/2018,5.88,4.22,9.14,8.86,118.26
29/10/2018,7.4,5.79,11.52,9.73,141.12
30/10/2018,7.86,7.05,11.95,11.54,138.11
31/10/2018,9.49,9.24,7.89,7.72,112.59
01/11/2018,11.03,10.41,10.08,8.02,99.11
02/11/2018,8.58,6.58,6.47,4.79,107.11
03/11/2018,6.47,4.51,5.73,2.99,111.69
04/11/2018,8,7.95,5.65,4.45,106.8
05/11/2018,9.4,9.8,6.52,5.09,108.58
06/11/2018,13.01,13.27,7.65,6.75,88.27
07/11/2018,10.85,11.94,10.71,8.89,96.9
08/11/2018,9.25,8.83,6.01,4.76,99.68
09/11/2018,10.13,9.4,8.82,6.34,102.84
10/11/2018,10.81,11.3,10,9.56,93.03
11/11/2018,10.01,11.23,8.12,8.86,91.52
12/11/2018,9.66,10.04,6.34,5.81,104.78
13/11/2018,9.93,10.01,10.05,7.23,107.24
14/11/2018,8.1,7.3,6.37,4.23,113.59
15/11/2018,6.65,6.01,4.64,4.07,122.19
16/11/2018,3.56,4.28,3.97,4.41,141.46
17/11/2018,3.55,3.85,6.93,6.53,136.64
18/11/2018,3,2.47,8.78,7.31,147.95
19/11/2018,3.77,3.47,12.39,11.53,169.48
20/11/2018,3.06,2.84,11.31,8.98,177.86
21/11/2018,3.68,3.08,6.28,4.84,166.86
22/11/2018,3.15,1.76,4.99,3.18,166.54
23/11/2018,4.41,4.34,6.36,5.05,153.81
24/11/2018,3.73,3.44,5.07,4.17,148.19
25/11/2018,4.22,3.63,7.9,6.12,147.5
26/11/2018,4.34,4.38,7.23,5.1,158.38
27/11/2018,3.02,3.23,8.18,4.54,164.22
28/11/2018,5.46,5.69,11.74,7.65,161.35
29/11/2018,6.22,7.37,12.5,7.01,144.34
30/11/2018,4.93,7.06,10.61,6.1,135.19
01/12/2018,5.26,6.91,10.25,8.02,129.99
02/12/2018,8.36,10.21,12.21,9.85,111.79
03/12/2018,8.22,9.86,9.8,7.61,121.42
04/12/2018,5.83,5.02,5.45,3.42,140.44
05/12/2018,6.04,6.73,8.24,5.7,147.96
06/12/2018,8.49,9.73,10.95,8.75,125.82
07/12/2018,8.26,8.31,13.75,11.87,125.94
08/12/2018,9.07,8.59,18.76,14.23,121.64
09/12/2018,7.58,6.8,15.15,10.06,126.68
10/12/2018,5.31,3.79,10.71,7.37,161.13
11/12/2018,3.23,2.4,5.81,2.99,162.83
12/12/2018,1.72,0.01,5.33,4.44,180.68
13/12/2018,0.36,-1.01,7.5,6.7,191.48
14/12/2018,0.39,-0.9,5.13,4.14,190.57
15/12/2018,0.01,-1.47,11.11,7.5,191.54
16/12/2018,1.79,1.47,7.1,5.19,177.5
17/12/2018,4.55,4.34,8.23,6.88,167.27
18/12/2018,5.3,4.12,9.76,7.44,161.95
19/12/2018,5.28,5.19,10.05,6.19,153.33
20/12/2018,4.95,5.71,10.62,8.52,153.68
21/12/2018,7.41,8.11,13.39,12.89,133.2
22/12/2018,9.08,7.85,12.69,8.84,114.46
23/12/2018,7.51,7.03,7.78,5.98,117.66
24/12/2018,5.29,4.47,6.06,3.79,128
25/12/2018,3.82,1.12,8.99,4.64,136.61
26/12/2018,3.59,0.08,6.33,3.22,152.56
27/12/2018,2.87,0.54,4,2.56,162.92
28/12/2018,4.69,0.88,6.05,4.35,161.24
29/12/2018,6.52,5.58,22.11,12.99,138.05
30/12/2018,7.61,6.43,10.13,6.33,123.78
31/12/2018,7.89,6.5,9.32,5.67,120.33
01/01/2019,6.94,5.59,14.05,8.67,118.26
02/01/2019,4.09,3.36,10.42,8.63,149.98
03/01/2019,2.18,2.26,7.39,5.06,157.43
04/01/2019,3.88,2.71,10.84,6.52,157.46
05/01/2019,5.33,4.41,12.4,8,138.03
06/01/2019,4.59,3.86,7.04,4.44,137.56
07/01/2019,5.51,5.34,12.57,8.76,150.41
08/01/2019,5.81,5,18.87,14.25,154.53
09/01/2019,3.43,2.6,9.5,9.12,164.03
10/01/2019,3.27,1.63,6.57,5.72,174.36
11/01/2019,4.99,3.93,11.63,6.57,160.95
12/01/2019,6.79,4.95,15.36,9.66,142.92
13/01/2019,7.94,6.81,18.66,12.54,134.12
14/01/2019,4.31,3.74,11.43,9.25,159.64
15/01/2019,6.49,4.13,16.79,10.3,160.41
16/01/2019,5.64,3.6,13.93,11.4,166.08
17/01/2019,3.72,2,10.14,8.63,178.28
18/01/2019,0.49,-1.37,6.81,4.67,188.72
19/01/2019,-0.99,-2.08,7.06,5.41,192.03
20/01/2019,-1.89,-3.21,3.32,3.59,201.19
21/01/2019,-1.04,-2.62,6.23,4.04,215.3
22/01/2019,-1.75,-2.21,10.38,7.2,226.06
23/01/2019,-1.48,-2.37,5.72,5.97,217.47
24/01/2019,-1.22,-1.91,6.09,3.9,216.99
25/01/2019,2.17,0.38,12.87,8.15,202.43
26/01/2019,6.24,4.01,15.03,10.43,158.94
27/01/2019,4.13,2.98,14.61,12.43,160.3
28/01/2019,3.29,2.14,12.16,9.84,185.54
29/01/2019,1.65,0.52,9.2,7.49,187.98
30/01/2019,0.61,-0.28,6.46,6.33,201.94
31/01/2019,-0.79,-1.69,8.3,7.5,209.18
01/02/2019,2.38,2.99,7.01,6.04,191.96
02/02/2019,3.61,2.11,6.65,5.77,173.15
03/02/2019,2.58,1.86,8.7,6.09,165.98
04/02/2019,2.47,1.48,13.93,11.24,200.01
05/02/2019,3.54,1.76,8.34,5.9,183.39
06/02/2019,4.68,3.94,10.13,8.17,175.66
07/02/2019,5.98,5.95,16.53,12.12,154.69
08/02/2019,7.52,6.72,18.33,14.29,154.13
09/02/2019,7.23,6.84,17.82,13.63,134.2
10/02/2019,5.68,6,14.05,13.99,142.24
11/02/2019,4.54,3.23,11.21,7.68,160.59
12/02/2019,5.18,2.87,12.15,7.43,161.5
13/02/2019,5.11,2.7,8.63,5.46,160.23
14/02/2019,6.29,4.61,5.86,3.3,148.12
15/02/2019,7.56,5.27,6.39,4.22,131.69
16/02/2019,7.02,4.91,5.73,4.3,117.88
17/02/2019,7.7,6.31,7.14,4.9,113.96
18/02/2019,8.06,6.97,7.1,5.43,121.31
19/02/2019,7.84,6.04,11.19,7.27,129.52
20/02/2019,7.63,6.35,9.7,6.07,125.21
21/02/2019,9.01,8.42,8.71,5.78,124.59
22/02/2019,7.11,7.54,6.52,3.87,122.36
23/02/2019,4.78,5.71,6.88,6.16,116.81
24/02/2019,6.21,6.14,4.14,3.66,117.33
25/02/2019,9.57,7.02,5.05,3.75,115.53
26/02/2019,10.66,8.16,6.1,2.79,106.32
27/02/2019,10.01,8.82,6.04,4.52,101.63
28/02/2019,9.99,9.4,11.35,9.63,111.55
01/03/2019,6.86,6.5,9.21,6.75,126
02/03/2019,8.42,7.98,12.8,9.43,110.16
03/03/2019,11.32,10.68,19.68,14.82,104.92
04/03/2019,8.49,7.21,21.16,16.6,122.45
05/03/2019,7.84,7.57,13.4,10.36,123.07
06/03/2019,10.08,10.92,13.31,12.12,119.71
07/03/2019,9.2,8.52,21.05,17.28,116.97
08/03/2019,8.82,7.71,14.84,10.3,118.01
09/03/2019,9.26,9.07,17.09,12.14,113.2
10/03/2019,6.82,7.11,16.95,16.05,129.66
11/03/2019,5.42,4.35,16.99,12.22,152.16
12/03/2019,6.71,6.32,20.81,15.57,149.75
13/03/2019,7.61,6.43,,14.67,150.63
14/03/2019,8.37,7.3,18.92,13.35,139.57
15/03/2019,9.66,8.71,17.69,12.21,125.59
16/03/2019,9.55,10.39,21.74,15.7,113.87
17/03/2019,7.24,6.5,15.29,13.2,113.28
18/03/2019,5.06,3.89,9.39,6.27,136.34
19/03/2019,6.97,5.74,6.99,4.6,127.55
20/03/2019,8.49,7.69,7.9,4.92,118.75
21/03/2019,8.56,7.96,5.06,4.2,108.62
22/03/2019,9.89,10.1,5.12,4.82,92.46
23/03/2019,8.86,8.99,5.23,5.84,95.91
24/03/2019,8.33,7.73,9.01,6.86,93.66
25/03/2019,7.54,7.21,15.22,11.81,119.34
26/03/2019,7.51,6.59,8.58,5.29,118.98
27/03/2019,8.6,8.24,6.33,3.92,108.93
28/03/2019,8.42,7.64,4.07,3.27,108.3
29/03/2019,10.21,9.76,3.32,3.67,87.8
30/03/2019,11.89,11.58,5.16,5.12,69.71
31/03/2019,9.42,8.87,11.54,10.66,82.45
01/04/2019,9.67,9.84,8.32,6.2,94.26
02/04/2019,10.37,10.41,10.05,9.69,94.6
03/04/2019,7.22,7.52,8.6,8.28,107.94
04/04/2019,7.73,6.88,6.95,6.04,113.4
05/04/2019,9.37,8.46,7.5,6.86,100.11
06/04/2019,10.64,11.22,6.42,6.35,82
07/04/2019,14.1,14.1,7.5,6.19,62.63
08/04/2019,12.84,10.96,7.82,4.11,75.29
09/04/2019,10.55,10.22,11.16,9.1,87.51
10/04/2019,7.14,7.37,11.99,10.33,99.54
11/04/2019,6.7,6.87,10.57,7.77,106.64
12/04/2019,5.38,4.64,9.9,7.49,119.68
13/04/2019,4.2,3.7,9.57,8.45,118.89
14/04/2019,6.17,5.64,8.02,7.43,111.81
15/04/2019,10.68,10.35,9.26,7.77,96.45
16/04/2019,12.22,12.49,7.78,6.3,82.62
17/04/2019,12.61,12.04,6.71,4.93,78.62
18/04/2019,15.35,15.47,8.31,8.9,64.78
19/04/2019,16.56,15.64,6.35,6.69,55.84
20/04/2019,16.37,16.28,6.28,6.15,45.05
21/04/2019,15.85,15.81,5.49,5.46,39.69
22/04/2019,17.2,18.28,9.68,10.69,40.53
23/04/2019,14.36,16.28,11.45,10.23,51.42
24/04/2019,16.66,16.14,13.85,13.75,49.93
25/04/2019,14.22,13.68,10.03,10.75,55.93
26/04/2019,14.05,12.22,10.77,7.99,57.98
27/04/2019,10.61,9.91,14.66,9.89,63.23
28/04/2019,9.48,7.01,6.94,4.67,73.72
29/04/2019,10.7,10.03,8.19,6.12,77.57
30/04/2019,10.32,9.48,7.5,5.42,81.01
01/05/2019,10.16,9.75,6.49,3.84,71.98
02/05/2019,11.54,10.91,8.56,6.43,79.36
03/05/2019,8.56,8.6,7.93,6.08,85.69
04/05/2019,7.09,6.59,10.19,9.23,87.15
05/05/2019,6.51,5.49,10.32,6.99,93.63
06/05/2019,7.91,6.63,8.47,5.77,106.79
07/05/2019,9.71,9.63,6.37,4.75,91.59
08/05/2019,11.03,10.59,11.47,9.65,89.9
09/05/2019,12.31,12.06,9.16,7,76.28
10/05/2019,11.52,11.37,7.53,4.96,72.43
11/05/2019,10.88,10.34,9.09,9.05,63.86
12/05/2019,9.46,8.8,8.68,7.01,71.56
13/05/2019,10.21,9.75,8.62,7.26,76.43
14/05/2019,10.11,9.24,9.77,6.97,73.15
15/05/2019,10.47,10.13,9.84,6.39,70
16/05/2019,11.96,12.04,8.43,8.25,66.49
17/05/2019,12.01,11.91,6.77,6.66,68.54
18/05/2019,15.34,16.05,5.88,6.01,48.02
19/05/2019,15.08,14.94,8.16,7.26,47.13
20/05/2019,13.02,11.9,10.34,7.97,63.1
21/05/2019,12.54,12.08,12.4,8.58,68.3
22/05/2019,13.47,13.45,8.22,5.09,58.86
23/05/2019,15.42,15.86,7.87,5.39,51.73
24/05/2019,15.59,15.99,7.57,6.03,45.95
25/05/2019,15.53,14.27,5.17,4.22,41.61
26/05/2019,17.14,16.25,11.56,9,39.66
27/05/2019,15.48,14.48,8.77,6.03,47.57
28/05/2019,12.04,11.02,7.03,5.21,56.98
